symbol	company	yayk	nayk	mayk	yay	nay	may	desc
GDP.V	Golden Pursuit Resources Ltd	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Golden Pursuit Resources Ltd., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties, primarily precious metals in Nevada. It holds interests in various territorial and federal mineral claims located in Gordon Lake. The company was formerly known as Silver Pursuit Resources Ltd. and changed its name to Golden Pursuit Resources Ltd. in June 2018. Golden Pursuit Resources Ltd. was founded in 1992 and is headquartered in Vancouver, Canada.
ORX.V	Orefinders Resources Inc	1	1	3	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@ae6e22af	Orefinders Resources Inc. engages in the exploration, development, and production of gold assets in the Abitibi region of Ontario. The company also explores for cobalt and nickel. The company's properties include the Mirado project that comprises 12 patented claims covering an area of 176.6 hectares located in the Town of Kirkland Lake in north-eastern Ontario; the McGarry project comprising 46 patented mining claims and 5 mining licenses covering an area of approximately 681 hectares situated in Virginiatown, Ontario; and the Knight project consisting of 14 patented leases and 79 mining claims covering an area of 2,200 hectares situated in the Knight and Tyrrell townships of Ontario. It also hold interests in the Mann cobalt and the MacMurchy nickel property located in Cobalt, Ontario. The company was founded in 2011 and is headquartered in Toronto, Canada.
VENZ.V	Venzee Technologies Inc	1	0	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	Venzee Technologies Inc. develops and markets a cloud-based platform for suppliers and manufactures in various industries to share their product information and inventory updates in real-time with their retailers in the United States and internationally. The company is based in Vancouver, Canada.
OSI.V	Osino Resources Corp	1	1	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@bffb786f	Osino Resources Corp., through its subsidiaries, engages in the acquisition, exploration, and development of gold mining properties in Namibia. As of May 04, 2020, it had a total ground position of approximately 6,577 square kilometer comprising 23 exploration licenses located in Damara belt, Namibia. The company is headquartered in Vancouver, Canada.
ASI.V	Ashanti Sankofa Inc	1	2	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@6100fc1	clojure.lang.LazySeq@1	Ashanti Sankofa Inc., a development stage company, engages in the acquisition and exploration of mineral properties in West Africa. It primarily explores for gold deposits. The company holds a 100% interest in the North Ashanti gold project comprising two prospecting licenses covering a combined area of approximately 98 square kilometers in the Ashanti Region of Ghana. The company was formerly known as AMI Resources Inc. and changed its name to Ashanti Sankofa Inc. in January 2017. Ashanti Sankofa Inc. was founded in 1996 and is headquartered in Vancouver, Canada.
SMP.V	Southern Empire Resources Corp	1	2	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@60183e1	clojure.lang.LazySeq@bffb786f	Southern Empire Resources Corp. engages in the acquisition, exploration, and development of gold deposits in North America. It holds options to acquire a 100% interest in the Oro Cruz Property covering 2,160 hectares located in the Cargo Muchacho mountains of Imperial County, southeast California. The company also owns an 85% interest in the Eastgate Gold Project with 101 unpatented BLM lode mining claims covering 817 hectares, located in Churchill County, Nevada. Southern Empire Resources Corp. is based in Vancouver, Canada.
OSU.V	Orsu Metals Corp	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Orsu Metals Corporation (Â“OrsuÂ” or the Â“CompanyÂ”) is a publicly-traded company incorporated in the British Virgin Islands. The Company's shares are listed for trading on the TSX Venture Exchange (Â“TSX-VÂ”) under the symbol OSU. The corporate office of the Company is located at Unit 1 - 15782 Marine Drive, White Rock, B.C., Canada, V4B 1E6. The Company is engaged in the exploration and, if warranted, development of a mineral resource project in eastern Russia.
GG.V	Galane Gold Ltd	1	3	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@83c464bf	clojure.lang.LazySeq@bffb786f	Galane Gold Ltd., through its subsidiary, Galane Gold Mines Ltd., engages in the exploration for, development, and operation of gold mining properties. It operates two mines, including the Mupane Property, which is located in the Republic of Botswana; and the Galaxy Property that is located in the Republic of South Africa. The company was incorporated in 2007 and is headquartered in Toronto, Canada.
SMR.V	Shine Minerals Corp	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Shine Minerals Corp. engages in the acquisition, exploration, evaluation, and development of mineral properties. Its primary asset is the Watts Lake zinc project that covers an area of 13,248 hectares located to the north-east of the town of La Ronge, Saskatchewan. The company was formerly known as Ironside Resources Inc. and changed its name to Shine Minerals Corp. in November 2018. Shine Minerals Corp. was founded in 2010 and is headquartered in Kelowna, Canada.
TORO.V	Pucara Gold Ltd	1	5	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@ea9153f	clojure.lang.LazySeq@8f81b455	Pucara Gold Ltd., a junior exploration company, focuses on the discovery and advancement of precious metals deposits in Peru. The company explores for gold, copper, lead, zinc, and silver deposits. Its flagship project is Lourdes Gold project covering an area of 2,576 hectares located in Ayacucho, Peru. The company was formerly known as Magnitude Mining Ltd. and changed its name to Pucara Gold Ltd. in September 2020. Pucara Gold Ltd. is headquartered in Vancouver, Canada.
TTR.V	Titanium Transportation Group Inc	1	3	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@2862f3a2	clojure.lang.LazySeq@1	Titanium Transportation Group Inc., together with its subsidiaries, provides asset-based transportation and logistics services in North America. It operates through two segments, Truck Transportation and Logistics. The Truck Transportation segment provides pickup and delivery of general merchandise by long-haul, dedicated, and local trucking services through various trailer types, including 53' dry vans, flatbeds, step-decks, heavy axle trailers, and other specialty equipment. The Logistics segment provides non-asset-based broker services, which include ancillary transportation services, such as third party logistics and freight forwarding services. This segment provides truckload and less than truckload freight services on vans, flatbeds, and other specialty equipment; and intermodal services, international ocean and air shipping, and emergency and expedited services, as well as specialty services for hazardous and fragile products. In addition, it offers inventory warehousing and distribution services. The company serves customers across various industries, including multinational corporations. Titanium Transportation Group Inc. was founded in 2002 and is headquartered in Bolton, Canada.
BME.V	Barsele Minerals Corp	1	2	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@6100fc1	clojure.lang.LazySeq@1	Barsele Minerals Corp., an exploration stage company, engages in the acquisition, exploration, and evaluation of mineral properties in Sweden. The company explores for gold, silver, copper, and zinc deposits. Its principal property is the Barsele gold project covering an area of approximately 47,000 hectares located in VÃ¤sterbottens LÃ¤n, Northern Sweden. Barsele Minerals Corp. was incorporated in 2013 and is headquartered in Vancouver, Canada.
VG.V	Volcanic Gold Mines Inc	1	4	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@29c24b61	clojure.lang.LazySeq@1	Volcanic Gold Mines Inc. engages in the acquisition and exploration of mineral properties. It holds an option to earn a 60% interest in Holly-Banderas gold/silver properties located in eastern Guatemala. The company was formerly known as Volcanic Metals Corp. and changed its name to Volcanic Gold Mines Inc. in January 2017. Volcanic Gold Mines Inc. was incorporated in 2007 and is headquartered in Vancouver, Canada.
SNM.V	Shamaran Petroleum Corp	1	5	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@eaf538b1	clojure.lang.LazySeq@1	ShaMaran Petroleum Corp., together with its subsidiaries, engages in the exploration and development of oil and gas properties in the Kurdistan Region of Iraq. The company holds 27.6% interest in the Atrush Block production sharing contract, which covers an area of 269 square kilometers located in the Kurdistan region of northern Iraq. It also provides technical and administration services. The company was formerly known as Bayou Bend Petroleum Ltd. and changed its name to ShaMaran Petroleum Corp. in October 2009. ShaMaran Petroleum Corp. is headquartered in Vancouver, Canada.
SNS.V	Select Sands Corp	1	1	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@21f49f	clojure.lang.LazySeq@272961d8	Select Sands Corp. engages in quarrying and producing silica sand. It holds a 100% interest in the Sandtown property covering approximately 520 acres located in northeast Arkansas, the United States. Select Sands Corp. sells its products to industrial and energy customers. The company was formerly known as La Ronge Gold Corp. and changed its name to Select Sands Corp. in November 2014. Select Sands Corp. was incorporated in 2006 and is based in Vancouver, Canada.
PAN.V	Pangolin Diamonds Corp	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Pangolin Diamonds Corp., together with its subsidiaries, engages in the acquisition, exploration, and development of mineral properties in Botswana. It holds 100% interest in eight diamond properties that include Tsabong North, Jwaneng South, Lorolwane, Mmadinare, Malatswae, Rehoboth, Machaneng South, and Motloutse River properties covering an area of approximately 10,705 square kilometers in Botswana. It also holds interest in Malatswae Diamond Property. The company was incorporated in 2011 and is headquartered in Toronto, Canada.
PAS.V	Pascal Biosciences Inc	1	2	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@cc02d751	clojure.lang.LazySeq@55f9ac02	Pascal Biosciences Inc., a biopharmaceutical company, researches and develops products for the treatment of cancer, and for the enhancement of immune system. Its development portfolio includes PAS-403, a small molecule therapeutic advancing into clinical trials for the treatment of glioblastoma; and PAS-393, an immuno-stimulatory molecule to enhance the efficacy of checkpoint inhibitors. The company is also developing a B-cell targeted antibody for acute lymphoblastic leukemia and B cell lymphomas. The company has an exclusive license agreement with the University of Washington to develop a cannabinoid-based product for the treatment of glioblastoma multiforme and brain metastases; and a collaborative research agreement with SoRSE Technology Corporation to advance PAS-393 into clinical testing. Pascal Biosciences Inc. was founded in 2013 and is headquartered in Vancouver, Canada.
SNV.V	Sonoro Energy Ltd	1	1	4	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1adf1	clojure.lang.LazySeq@c431c405	Sonoro Energy Ltd. explores for, appraises, develops, and produces oil and gas resources in Southeast Asia. It holds a 25% interest in the Selat Panjang Production Sharing Contract covering an area of 940 square kilometers located in Riau province, Central Sumatra. The company was formerly known as Sonic Technology Solutions Inc. and changed its name to Sonoro Energy Ltd. in July 2010. Sonoro Energy Ltd. was founded in 2000 and is based in Calgary, Canada.
SOC.V	Sonora Gold & Silver Corp	1	4	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@29c24b61	clojure.lang.LazySeq@1	Sonora Gold & Silver Corp., an exploration stage company, engages in the exploration and development of precious and base metal projects. The company primarily focuses on the exploration of gold and silver mineral properties. It holds interests in the Handeni concession located in Tanzania. The company was formerly known as Mont Blanc Resources and changed its name to Sonora Gold & Silver Corp. in July 2008. Sonora Gold & Silver Corp. was incorporated in 1983 and is headquartered in Vancouver, Canada.
SOCK.V	Smooth Rock Ventures Corp	1	0	4	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@5227de09	Smooth Rock Ventures Corp. engages in the acquisition, exploration, and evaluation of mineral properties. The company has a 100% undivided interest in 28 unpatented mining claims with a combined area of 226 hectares in the Chucker Project located in the Silver Star Mining District, within Mineral County, Nevada. It also has an option to purchase agreement to acquire a 100% undivided interest in 79 unpatented mining claims totaling 1600 acres in Esmeralda County, Nevada. The company was formerly known as Trinity Valley Energy Corp. and changed its name to Smooth Rock Ventures Corp. in November 2017. Smooth Rock Ventures Corp. was incorporated in 1966 and is headquartered in Vancouver, Canada.
GKO.V	Geekco Technologies Corporation	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Geekco Technologies Corporation develops FlipNpik, a mobile application for social networking. The company is based in Laval, Canada.
BMET.V	Bemetals Corp	1	1	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	BeMetals Corp. explores for, develops, and produces base metal properties. The company primarily has an option to acquire approximately 72% interest in the Pangeni copper project, which covers a total area of 575.68 square kilometers located in Zambia; and 100% interest in the South Mountain zinc-silver-gold-copper development project located in Southwest Idaho. The company was formerly known as BQ Metals Corp. and changed its name to BeMetals Corp. in April 2018. BeMetals Corp. was incorporated in 2008 and is headquartered in Vancouver, Canada.
WE.V	Wecommerce Holdings Ltd	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	WeCommerce Holdings Ltd. is private equity and venture capital firm specializing in startups, and buyout. It operates as a holding company that owns a family of companies and brands in the Shopify partner ecosystem, including Pixel Union, Out of the Sandbox, Yopify, SuppleApps, Rehash, and Foursixty. WeCommerce Holdings Ltd. is based in Victoria, Canada.
GLDC.V	Cassiar Gold Corp.	1	5	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@4544291f	clojure.lang.LazySeq@1	Cassiar Gold Corp. engages in the acquisition, exploration, and development of mineral properties. Its principal assets include the Cassiar gold project located in northern British Columbia, as well as Sheep Creek gold district project comprising Bayonne and Sheep Creek properties situated in Salmo, British Columbia. The company was formerly known as Margaux Resources Ltd. and changed its name to Cassiar Gold Corp. in September 2020. Cassiar Gold Corp. was incorporated in 2009 and is based in Calgary, Canada.
GLDL.V	Gold Line Resources Ltd	1	2	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@44d1fa1	clojure.lang.LazySeq@1	Gold Line Resources Ltd. focuses on acquiring gold projects in Sweden. The company is headquartered in Vancouver, Canada.
COBC.V	Cobalt Blockchain Inc	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Cobalt Blockchain Inc. operates as a mineral exploration and development company in the Democratic Republic of the Congo. The company primarily explores for and trades in cobalt, copper, tin, tantalum, and tungsten. It holds a 70% interest in two contiguous concessions that cover an area of 40.8 square kilometers located to the east of Kolwezi; and 80% interest in two contiguous concessions covering an area of 7.6 square kilometers located in Lubumbashi. The company was formerly known as Peat Resources Limited and changed its name to Cobalt Blockchain Inc. in March 2018. Cobalt Blockchain Inc. is headquartered in Toronto, Canada.
GLDX.V	Gold X Mining Corp.	1	5	4	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@4544291f	clojure.lang.LazySeq@83614f61	Gold X Mining Corp., a junior mining company, engages in the exploration for and resource expansion of gold and related minerals in Guyana and Colombia. Its principal asset is the Toroparu gold project that contains 53,283-hectares of mineral leases located in the Cuyuni-Mazaruni region of Western Guyana. The company was formerly known as Sandspring Resources Ltd. and changed its name to Gold X Mining Corp. in November 2019. Gold X Mining Corp. was incorporated in 2006 and is based in Vancouver, Canada.
AFE.V	Africa Energy Corp	1	5	3	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@bc3e1fd1	clojure.lang.LazySeq@ecf35e07	Africa Energy Corp. operates as an oil and gas exploration and production company in South Africa and Namibia. It holds a 90% interest in the Exploration Right for Block 2B offshore that covers an area of 3,604 square kilometers located in the west coast of South Africa; 30% interest in the Petroleum Exploration License 37 covering an area of 17,295 square kilometers located in the northern Namibian offshore region; and 4.9% interest in the Exploration Right for Block 11B/12B covering an area of approximately 19,000 square kilometers located in the Outeniqua Basin off the southern coast of South Africa. The company was formerly known as Horn Petroleum Corporation and changed its name to Africa Energy Corp. in March 2015. Africa Energy Corp. was incorporated in 2010 and is headquartered in Vancouver, Canada.
GLW.V	Galway Gold Inc	1	1	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@21f49f	clojure.lang.LazySeq@bffb786f	Galway Gold Inc. engages in the acquisition, exploration, and development of mineral resource properties. It holds interests in the Reina de Oro property located in the Santander mining district of Colombia. The company was incorporated in 2012 and is headquartered in Toronto, Canada.
PE.V	Pure Energy Minerals Limited	1	1	3	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@21f49f	clojure.lang.LazySeq@ecf35e07	Pure Energy Minerals Limited engages in the acquisition, exploration, and development of mineral properties. Its primary project is the Clayton Valley lithium brine project that includes 1,085 lithium placer claims covering an area of approximately 10,600 hectares located in Clayton Valley, Esmeralda County, Nevada. The company was formerly known as Harmony Gold Corp. and changed its name to Pure Energy Minerals Limited in October 2012. Pure Energy Minerals Limited is headquartered in Vancouver, Canada.
GMC.V	Gaia Metals Corp.	1	1	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	Gaia Metals Corp. engages in the identification, evaluation, acquisition, and exploration of mineral properties. The company primarily explores for gold, copper, silver, platinum, and lithium. Its flagship property includes Corvette-FCI Property consisting a total of 283 claims which covers an area of total 14,496 hectares located in the James Bay Region of Quebec. The company has an option agreement to acquire 100% interests in Pontax Lithium property consisting of 104 mineral claims covering an area of approximately 5,536 hectares near Eastmain, Quebec. It also holds an interest in the Upper Ross Lake property comprising 2 claims totaling of 57 hectares in Upper Ross Lake, Northwest Territories; and Golden Silica Property located near Golden, British Colombia. The company was formerly known as 92 Resources Corp. and changed its name to Gaia Metals Corp. in October 2019. Gaia Metals Corp. was founded in 2007 and is headquartered in Vancouver, Canada.
GMN.V	Gobimin Inc	1	2	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@787025ca	clojure.lang.LazySeq@8960648f	GobiMin Inc., together with its subsidiaries, invests in equity, debt, or other securities in China. The company operates through two segments, Investment Business and Mining Business. It is also involved in the development and exploration of gold and mineral properties; and property holding and leasing activities, as well as in the provision of business and consultancy services. The company is based in Montreal, Canada.
GMV.V	Gmv Minerals Inc	1	2	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@60183e1	clojure.lang.LazySeq@c64dd510	GMV Minerals Inc., an exploration stage company, engages in the sourcing and exploration of mineral properties in Arizona, the United States. The company primarily explores for gold deposits. It holds a 100% interest in the Mexican Hat Gold Project consisting of 40 unpatented lode mining claims covering an area of approximately 4,800 acres located in Cochise County, Arizona. The company was formerly known as Goldmember Minerals Inc. and changed its name to GMV Minerals Inc. in March 2008. GMV Minerals Inc. was incorporated in 2006 and is headquartered in Vancouver, Canada.
GNC.V	Gainey Capital Corp	1	2	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@6100fc1	clojure.lang.LazySeq@1	Gainey Capital Corp., a gold and silver exploration company, engages in the acquisition and exploration of mineral properties. The company owns the El Colomo project covering an area of 18,766 hectares; and a mill in the gold/silver-rich Sierra Madre Occidental trend in western Mexico. It also has an option to own a 100% interest in the Las Margaritas property, which consists of two mineral concessions encompassing a total of 500 hectares located in the State of Durango, Mexico. The company was incorporated in 2011 and is headquartered in Vancouver, Canada.
PEAK.V	Sun Peak Metals Corp	1	1	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@bffb786f	Sun Peak Metals Corp., a junior mining company, focuses on the exploration and discovery of gold and copper deposits. Its flagship project is the Shire project that comprises four exploration licenses, including Nefasit, Adi Dairo, Terer, and Meli covering approximately 900 square kilometers located in northern Ethiopia. The company was incorporated in 2016 and is headquartered in White Rock, Canada.
GNT.V	Gentor Resources Inc	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Gentor Resources Inc. does not have significant operations. Previously, the company was engaged in the exploration and evaluation of the Karaburun project located in the Boyabat area of northern Turkey. It intends to evaluate new business opportunities. The company was founded in 2005 and is based in Toronto, Canada.
WED.V	The Westaim Corp	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	The Westaim Corporation is a private equity firm specializing in direct and indirect investments through acquisitions, joint ventures, secondary investments both direct and indirect, fund of fund investments, and other arrangements. For direct investments, the firm invests in early venture, mid venture, late venture, middle market, later stage, mature, emerging growth, PIPEs, and buyout transactions. For fund of fund investments, it seeks to invest in private equity funds, venture capital funds, and hedge funds. The firm seeks to provide long term capital to businesses operating in the global financial services industry. It typically acquires controlling interests in businesses. The firm seeks to acquire debt, equity, or derivative securities of both public and private companies. It invests with the objective of providing its shareholders with capital appreciation and real wealth preservation. The firm seeks to provide its portfolio companies with advisory services including, but not limited to, advice on capital allocation, financing strategy, performance measurement and merger and acquisition support. It also seeks to partner with like-minded providers of third party capital to help supplement the firm's own capital, when completing acquisitions. The firm generally seeks to hold its investments for seven to 15 years. The Westaim Corporation was founded in 1996 and is based in Toronto, Canada.
SOMA.V	Soma Gold Corp.	1	5	3	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@4544291f	clojure.lang.LazySeq@2720aeb	Soma Gold Corp., a junior mining company, engages in the acquisition, exploration, development, and mining of gold properties in North and South America. It holds a 100% interest in the TucumÃ£ copper/gold exploration project, which consists of six mineral concessions covering a total of 11,456 hectares located in the Carajas metallogenic Province in the State of ParÃ¡, Brazil. The company was formerly known as Para Resources Inc. and changed its name to Soma Gold Corp. in May 2020. Soma Gold Corp. is headquartered in Vancouver, Canada.
GOK.V	Ginsms Inc	1	1	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@247a53	clojure.lang.LazySeq@67e35fd4	GINSMS Inc. operates as a mobile technology and services company in Singapore, Indonesia, other Asia countries, Europe, the United States, and internationally. It operates in two segments, Messaging Business, and Software Products and Services. The company offers application-to-person messaging services that are used by mobile application developers to deliver one-time-passwords for authentication of over-the-top mobile applications, in-app purchase confirmations, or for the promotion of latest game releases; and by enterprises and financial institutions in the areas of mobile marketing, mobile transactions, security, customer relationship management, and enterprise resource planning, as well as provides short message service. It also provides telecom products and platforms, which include mobile content management systems, streaming gateways, service delivery platforms, single-sign-on systems, mobisite creators, mobile campaign management systems, mobile advertising systems, social networking gateways, appstores, loyalty and reward systems, and subscription gateways. In addition, the company offers mobile advertising and new media, a one-stop mobile marketing and advertising service to advertisers, as well as mobile application services, such as Happy Hours and Go Mall under the Right Here Media brand. GINSMS Inc. was incorporated in 2009 and is based in Calgary, Canada. GINSMS Inc. is a subsidiary of Xinhua Mobile Limited.
BMG.V	Black Mountain Gold USA Corp	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Huffington Capital Corp. does not have significant operations. It intends to identify, evaluate, and acquire assets, properties, or businesses with a view to complete a qualifying transaction. The company was founded in 2015 and is headquartered in Vancouver, Canada.
PER.V	Peruvian Metals Corp	1	2	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@6100fc1	clojure.lang.LazySeq@bffb786f	Peruvian Metals Corp. engages in the processing and acquisition, exploration, and development of precious and base metals in Peru. The company holds 100% interests in the Panteria phorphyry gold-copper project that consists of 15 mineral concessions covering an area of 7,204 hectares in south central Peru; and the Mansa Musa gold-silver bearing project consisting of 10 concessions totaling 6,900 hectares situated in the Department of Huancavelica. It also has interests in the Huachocolpa properties that consist of 78 contiguous and non-contiguous mining concessions covering an area of 2,548 hectares located in the Department of Huancavelica. The company was formerly known as Duran Ventures Inc. and changed its name to Peruvian Metals Corp. in September 2018. Peruvian Metals Corp. was incorporated in 1997 and is based in Edmonton, Canada.
PERU.V	Chakana Copper Corp	1	1	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	Chakana Copper Corp. engages in the acquisition, exploration, and development of mineral properties. It holds an option to acquire a 100% interest in the Soledad project, a copper, gold, and silver project located in Central Peru. The company is headquartered in Vancouver, Canada.
GPH.V	Graphite One Inc	1	0	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@c64dd510	Graphite One Inc. engages in the acquisition, exploration, and evaluation of graphitic mineral properties in the United States. Its principal project is the Graphite Creek property that consists of 176 mining claims covering an area of 9,583 hectares located on the Seward Peninsula of Alaska. The company was formerly known as Graphite One Resources Inc. and changed its name to Graphite One Inc. in February 2019. Graphite One Inc. was founded in 2006 and is based in Vancouver, Canada.
COIN.V	Coin Hodl Inc	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	COIN Hodl Inc. does not have significant operations. It intends to pursue investment opportunities outside the sectors of digital currency and block chain. Previously, it operated as a merchant banking and financial advisory company with investments in cryptocurrency and blockchain sectors. The company was incorporated in 1998 and is based in Toronto, Canada.
TORQ.V	Torq Resources Inc	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Torq Resources Inc., a junior exploration company, engages in the acquisition, exploration, and development of mineral resource properties in the Americas. The company was formerly known as Stratton Resources Inc. and changed its name to Torq Resources Inc. in March 2017. Torq Resources Inc. is headquartered in Vancouver, Canada.
GQC.V	Goldquest Mining Corp	1	1	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@2c0c91c1	Goldquest Mining Corp., together with its subsidiaries, engages in the identification, acquisition, and exploration of mineral properties. It primarily owns a 100% interest in the Romero gold-copper project comprising two mineral deposits covering an area of 3,997 hectares located to the south of the Central Cordillera of Hispaniola; and Tireo property, including 13 concessions totalling 20,076 hectares located in the province of San Juan de la Maguana, the Dominican Republic. Goldquest Mining Corp. was incorporated in 1989 and is headquartered in Toronto, Canada.
TSN.V	Telson Mining Corp	1	1	6	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@e01699d5	Telson Mining Corporation engages in acquisition, exploration, and development of mineral resource projects in Mexico. The company primarily explores for gold, silver, lead, zinc, and copper deposits. It holds 100% interests in the Campo Morado mine consisting of six mining concessions covering an area of approximately 12,045 hectares located in Guerrero state, Mexico; and the Tahuehueto project comprising 28 mining concessions covering an area of 7,492 hectares located in northwestern Durango State, Mexico. The company was formerly known as Telson Resources Inc. and changed its name to Telson Mining Corporation in February 2018. Telson Mining Corporation was incorporated in 1986 and is headquartered in Vancouver, Canada.
ACST.V	Acasti Pharma Inc	1	1	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@5b6c4f2	clojure.lang.LazySeq@4372ea32	Acasti Pharma Inc., a biopharmaceutical company, focuses on the research, development, and commercialization of prescription drugs for the treatment of cardiovascular diseases. Its lead product candidate is CaPre, an omega-3 phospholipid therapeutic that is in Phase III clinical trial to treat patients with hypertriglyceridemia; and TRILOGY that is in Phase III to evaluate the safety and efficacy of CaPre in patients with sHTG. The company was incorporated in 2002 and is headquartered in Laval, Canada.
ARU.V	Aurania Resources Ltd	1	1	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@bffb786f	Aurania Resources Ltd., a junior exploration mining company, engages in the identification, evaluation, acquisition, and exploration of mineral properties in Ecuador and Peru. The company explores for gold, silver, copper, and other precious metal deposits. Its flagship asset is the Lost Cities Â– Cutucu Project, which is located in the Jurassic Metallogenic Belt in the eastern foothills of the Andes mountain range of southeastern Ecuador. The company was formerly known as Urania Resources Ltd. and changed its name to Aurania Resources Ltd. in March 2012. Aurania Resources Ltd. was incorporated in 2007 and is based in Toronto, Canada.
AVU.V	Avrupa Minerals Ltd	1	1	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@7731b1ea	Avrupa Minerals Ltd., a junior exploration and development company, engages in the acquisition and exploration of mineral properties. The company explores for gold, silver, tin, tungsten, molybdenum, copper, lead, zinc, tellurium, barite, and fluorite. It has seven exploration licenses in three countries, including four in Portugal, two in Kosovo, and one in Germany. The company was formerly known as Everclear Capital Ltd. and changed its name to Avrupa Minerals Ltd. in July 2010. Avrupa Minerals Ltd. was incorporated in 2008 and is headquartered in Vancouver, Canada.
ARTG.V	Artemis Gold Inc	1	4	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@2b853b81	clojure.lang.LazySeq@1	Artemis Gold Inc., a gold development company, focuses on the identification, acquisition, and development of gold properties. The company's asset portfolio includes a 39% strategic stake in Velocity Minerals Ltd. that focuses on acquiring, exploring, and evaluating mineral resource properties in Bulgaria. It also holds interest in the Blackwater Gold Project located in central British Columbia. The company was incorporated in 2019 and is headquartered in Vancouver, Canada.
