symbol	company	yayk	nayk	mayk	wyay	wnay	wmay	desc
IMUN	Immune Therapeutics, Inc.	0	2	1	#{}	#{"cancer" "pets"}	#{"biopharmaceutical"}	Immune Therapeutics, Inc., a late development-stage biopharmaceutical company, focuses on the development, commercialization, and licensing of prescription medications for humans, animals, and pets worldwide. It develops low dose naltrexone and methionine encephalin therapies for human immunodeficiency virus (HIV) infections, autoimmune diseases, immune disorders, or cancer. The company was formerly known as TNI BioTech, Inc. and changed its name to Immune Therapeutics, Inc. in December 2014. Immune Therapeutics, Inc. is headquartered in Orlando, Florida.
HAIPF	Hadera Paper Ltd.	1	2	5	#{"recycling"}	#{"plastic"}	#{"technology" "food" "Israel"}	Hadera Paper Ltd., through its subsidiaries, manufactures and sells writing and printing paper, packaging paper, cardboard and corrugated boards, and recycled paper products in Israel and internationally. It provides collection and recycling services for wastepaper, cardboard and plastic waste, electronic waste, and other recyclable materials; and offers cardboard packaging solutions for the food, cosmetics, pharmaceutics, textile, high-tech, games, plastic, and metal products. The company also offers office supplies, paper and paper products, technology and peripherals, hobbies and crafts, furniture, food, and cleaning products. The company was formerly known as American Israeli Paper Mills Ltd. and changed its name to Hadera Paper Ltd. in July 2008. Hadera Paper Ltd. was founded in 1951 and is based in Hadera, Israel.
CLSH	CLS Holdings USA, Inc.	0	2	1	#{}	#{"pharmaceutical" "cigarettes"}	#{"United States"}	CLS Holdings USA, Inc. focuses on the extraction and conversion of cannabinoids in the United States. The company extracts various cannabinoids from the cannabis plants and converts into concentrates, such as oils, waxes, edibles, and shatters. Its concentrates are used for electronic cigarettes vaporization, and pharmaceutical and other purposes. The company also offers consulting services to cannabis-related businesses comprising growers, dispensaries, and laboratories. CLS Holdings USA, Inc. was founded in 2014 and is based in Las Miami, Florida.
EPRSQ	EPIRUS Biopharmaceuticals, Inc.	0	2	5	#{}	#{"Pharmaceutical" "pipeline"}	#{"biopharmaceutical" "lead" "US" "Biopharmaceuticals"}	EPIRUS Biopharmaceuticals, Inc., a biopharmaceutical company, develops, manufactures, and commercializes biosimilar therapeutics worldwide. Its lead product candidate is BOW015, a biosimilar version of Remicade (infliximab) for the treatment of various inflammatory diseases. The company's pipeline of biosimilar product candidates also include BOW050, a biosimilar version of Humira (adalimumab) to treat inflammatory diseases, including rheumatoid arthritis and various other forms of adult and pediatric arthritis, ankylosing spondylitis, inflammatory bowel disease, and chronic psoriasis and psoriasis; and BOW070, a biosimilar version of Actemra (tocilizumab) for the treatment of rheumatoid arthritis, polyarticular arthritis, and systemic juvenile idiopathic arthritis. In addition, it is developing BOW080, a biosimilar version of Soliris for the treatment of ultra-rare blood disorders, including paroxysmal nocturnal hemoglobinuria and atypical hemolytic uremic syndrome; and BOW100, a biosimilar version of SIMPONI for the treatment of inflammatory diseases, including rheumatoid arthritis, ankylosing spondylitis, ulcerative colitis, and psoriatic arthritis. The company has a license agreement with Sun Pharmaceutical Industries Ltd.; license and collaboration agreement with Livzon Mabpharm Inc.; and collaboration agreement with Polpharma S.A. The company was founded in 2011 and is headquartered in Boston, Massachusetts. On July 25, 2016, Epirus Biopharmaceuticals, Inc. filed a voluntary petition for liquidation under Chapter 7 in the US Bankruptcy Court for the District of Massachusetts.
KAST	Kasten, Inc.	0	2	1	#{}	#{"pharmaceutical" "pharmaceuticals"}	#{"biopharmaceutical"}	Kasten, Inc., doing business as DAKOTA Life Sciences, operates as a biopharmaceutical company that focuses on the acquisition, development, and commercialization of pharmaceuticals designed to prevent and treat serious conditions arising in hospital and community settings. It principally focuses on delivering solutions to those people who are affected by antimicrobial resistance and who need pharmaceutical products at affordable prices. The company was incorporated in 1986 and is based in Sioux Falls, South Dakota.
SRLY	Southern Realty Co.	0	2	0	#{}	#{"gas" "oil"}	#{}	Southern Realty Co. leases its oil and gas mineral rights. The company owns approximately 40,000 gross (18,000 net) acres of mineral rights in seven counties in California. Southern Realty Co. was incorporated in 1949 and is based in La Jolla, California.
CAFI	Consumer Automotive Finance, Inc.	0	2	1	#{}	#{"Automotive"}	#{"United States"}	Consumer Automotive Finance Inc. operates as a retailer in the used vehicle market of the United States. It focuses primarily on the buy here/pay here segment of the independent used vehicle sales and finance market. The company sells approximately 2000 and newer model-year used vehicles and provides related financing through sale type leases. As of December 31, 2010, it had two retail locations in Arizona. The company was formerly known as NowAuto Group, Inc. Consumer Automotive Finance Inc. is based in Las Vegas, Nevada.
GCLL	GreenCell, Inc.	0	2	1	#{}	#{"gas" "automotive"}	#{"fuel"}	GreenCell, Inc., a development stage company, engages in developing gas system and appliance igniters, oxygen sensors, fuel cells, and brake pad products primarily for original equipment manufacturers, manufacturers, industry distributors and resellers that operate in the home device, automotive, heating and cooling, and medical industries. The company was founded in 2009 and is headquartered in Penn Yan, New York.
MKRO	Monkey Rock Group, Inc.	0	2	1	#{}	#{"gold" "Travel"}	#{"mining"}	Monkey Rock Group, Inc. focuses on the research, design, development, and mining production of gold, platinum, silver, and copper metals. The company was formerly known as Monkey Rock USA, LLC and changed its name to Monkey Rock Group, Inc. in February 2010. The company was incorporated in 1997 and is based in Yuma, Arizona. Monkey Rock Group, Inc. is a subsidiary of Train Travel Holdings, Inc.
GPTC	Golden Patriot Corp.	0	2	1	#{}	#{"gold" "Gold"}	#{"United States"}	Golden Patriot, Corp. engages in the acquisition, exploration, and development of mineral properties, primarily uranium and gold prospects in the United States. The company has an option agreement to acquire 100% of the Lucky Boy Uranium Project in Gila County, Arizona, which consists of 14 BLM claims and an 80 acre State Lease contiguous to the claims. It also has interest in the Gold View Property located in the Cortez trend of Nevada that consists of approximately 1,450 acres containing 76 unpatented lode claims. The company, formerly known as Boundaries Capital, Inc., was founded in 1988. Golden Patriot is based in Great Neck, New York.
NPCPF	Nippon Paint Holdings Co., Ltd.	0	2	1	#{}	#{"plastic" "automotive"}	#{"fuel"}	Nippon Paint Holdings Co., Ltd. engages in the paint and fine chemicals businesses. The company offers automotive coatings, including paints for use in bumpers and plastic components; trade-use paints for homes, buildings, and bridges; and industrial coatings that are used in a range of products, including construction and farming machinery, exterior building materials, office equipment, and household electrical appliances. It also provides marine coatings, such as antifouling paints for fuel-saving; and paints for automobiles refinish, DIY, and road surface markings. In addition, the company offers surface treatment products comprising hydrophilic surface treatment and eco-friendly surface treatment agents; and fine products that include functional interlayer coatings, as well as coatings for display films. It has operations in Japan, Asia, the Americas, Oceania, and internationally. The company was formerly known as Nippon Paint Co., Ltd. and changed its name to Nippon Paint Holdings Co., Ltd. in October 2014. Nippon Paint Holdings Co., Ltd. was founded in 1881 and is headquartered in Osaka, Japan.
FSOYF	F-Secure Oyj	0	2	1	#{}	#{"testing" "hunting"}	#{"technology"}	F-Secure Oyj provides cyber security products and services in Nordic countries, rest of Europe, North America, and internationally. Its corporate security solutions include F-Secure Radar, a vulnerability scanning and management platform; phishd, an anti-phishing behavior management platform; F-Secure Protection Service for Business, a cloud-hosted endpoint security; F-Secure Business Suite, an on-site deployed endpoint security; F-Secure Cloud Protection for Salesforce, a content level security for Salesforce's customers; F-Secure Rapid Detection and Response, a customer or partner-managed endpoint detection and response solution for detecting and responding to targeted attacks; F-Secure Rapid Detection and Response Service, a managed detection and response service; and Countercept, a threat hunting and continuous response capabilities against targeted attacks delivered as a managed service. The company also provides cyber security services comprising F-Secure cyber incident and resilience services, F-Secure security assessments, F-Secure red team testing, and F-Secure cyber risk management. In addition, it offers consumer security solutions, including F-Secure SAFE, an antivirus and Internet security solution; F-Secure KEY, a password manager; F-Secure FREEDOME, a VPN that hides online activity to ensure anonymous and secure Internet browsing; F-Secure SENSE, a security solution for connected home devices; F-Secure Internet Security for secure Internet surfing with browsing protection; and F-Secure Anti-Virus, a malware removal technology software. The company serves consumers and business customers through a network of approximately 200 telecommunications operators, as well as through thousands of IT service and retail partners. F-Secure Oyj was founded in 1988 and is headquartered in Helsinki, Finland.
MCET	MultiCell Technologies, Inc.	0	2	1	#{}	#{"Pfizer" "cancer"}	#{"biopharmaceutical"}	MultiCell Technologies, Inc., a biopharmaceutical company, develops novel therapeutics and discovery tools for the treatment of neurological disorders, hepatic disease, cancer, and interventional cardiology and peripheral vessel applications. Its product portfolio comprises MCT-125, a Phase II therapeutic candidate for the treatment of primary multiple sclerosis-related fatigue; MCT-465, a preclinical synthetic double-stranded RNA (dsRNA) therapeutic candidate and potent immune enhancer for the treatment of solid tumor cancers; and MCT-485, a discovery stage dsRNA therapeutic candidate with tumor cytolytic properties for the treatment of various cancers. The company also develops Ideal BioStent, a bioabsorbable stent for interventional cardiology and peripheral vessel applications. MultiCell Technologies, Inc. has a license agreement with Corning Incorporated and Pfizer Inc. The company was formerly known as Exten Industries, Inc. and changed its name to MultiCell Technologies, Inc. in April 2004. MultiCell Technologies, Inc. was founded in 1962 and is headquartered in Woonsocket, Rhode Island.
IGRU	International Gold Resources Inc.	0	2	0	#{}	#{"gold" "Gold"}	#{}	International Gold Resources Inc. explores for gold and silver properties. The company was incorporated in 2001 and is based in Centennial, Colorado.
CZFS	Citizens Financial Services, Inc.	1	2	1	#{"health"}	#{"gas" "oil"}	#{"real estate"}	Citizens Financial Services, Inc. operates as the holding company for First Citizens Community Bank that provides various banking products and services for individual, business, governmental, and institutional customers. The company accepts various deposit products, such as checking, savings, and time deposit accounts. Its loan products include residential, commercial, and agricultural real estate loans; commercial and industrial loans; state and political subdivision loans; and consumer loans, as well as various other specialized financial services. The company also provides professional trust administration, investment management services, estate planning and administration, custody of securities, and individual retirement accounts. In addition, it offers brokerage and financial planning services, as well as offers assistance in various oil and gas leasing matters; and mutual funds, annuities, and health and life insurance products. The company operates 30 offices in Tioga, Bradford, Potter, Clinton, Centre, Union, Lebanon, Lancaster, Schuylkill, and Berks Counties, Pennsylvania; Allegany County, New York; and New Castle and Kent Counties, Delaware. Citizens Financial Services, Inc. was founded in 1984 and is headquartered in Mansfield, Pennsylvania.
MFGI	Merchants Financial Group, Inc.	1	2	2	#{"health"}	#{"travel" "truck"}	#{"United States" "real estate"}	Merchants Financial Group, Inc. operates as the bank holding company for Merchants Bank, National Association and First National Bank of Northfield that provides various banking products and services to individuals, businesses, and companies in the United States. The company offers checking accounts, savings accounts, health savings accounts, checking accounts for military, certificates of deposit accounts, and individual retirement accounts, as well as credit, gift, and travel cards. It also provides personal loans for cars, boats, trailers, motorcycles, tractors, or RVs; furniture or appliances; debt consolidation services; and others, as well as home equity loans, mortgage loans, and overdraft protection loans. In addition, the company offers commercial and small business loans; term loans; commercial real estate loans; floor plan financing; lines of credit; fleet/truck loans; and lease finance, as well as finance for farming operations, including working capital and input costs, equipment, capital improvements, and others. Further, it provides investment and trust, treasury management, mobile and online banking, and wire transfer services. The company operates branches in Winona, Goodview, Rushford, Lanesboro, St. Charles, Rochester, La Crescent, Caledonia, Spring Grove, Cannon Falls, Red Wing, Hampton, Hastings, Apple Valley, Lakeville, Cottage Grove, and Rosemount, Minnesota; and Onalaska and Eau Claire, Wisconsin. Merchants Financial Group, Inc. was founded in 1875 and is based in Winona, Minnesota.
VXLLF	Vaxil Bio Ltd.	1	2	1	#{"Canada"}	#{"testing" "cancer"}	#{"lead"}	Vaxil Bio Ltd., an immunotherapy biotech company, focuses on a novel drug discovery and development platform based on signal peptides for infectious diseases and cancer. The company's lead product is ImMucin that has completed a Phase I/II clinical trial for the treatment of multiple myeloma. It is also developing a tuberculosis vaccine/treatment and a coronavirus (COVID-19) vaccine. The company has a collaboration agreement with The Tel Aviv Sourasky Medical Center for the company's research program to develop a potential peptide vaccine against COVID-19; and cooperative research and development agreement with U.S. Army Medical Research Institute of Infectious Diseases for testing CorVax for its ability to prevent COVID-19 in mice. The company was founded in 2006 and is headquartered in Toronto, Canada.
LOTE	Lot78, Inc.	1	2	0	#{"United Kingdom"}	#{"wool" "leather"}	#{}	Lot78, Inc. designs, markets, distributes, and sells apparel under the Lot78 brand name to fashion-conscious consumers in North America, Europe, Asia, and South America. The company operates in three segments: Wholesale, Consumer Direct, and Core Services. It offers a collection of men's and women's ready to wear line, which include leather jackets, T-shirts, sweats, knitwear, accessories, jeans, chinos, and wool coats. The company sells its products to department stores, specialty retailers, and boutiques, as well as through lot78.com. Lot78, Inc. was founded in 2008 and is based in London, the United Kingdom.
TSYI	Terra Systems, Inc.	1	2	0	#{"Systems"}	#{"testing" "coal"}	#{}	Terra Systems, Inc., a development stage company, focuses on the conversion of coal to fixed carbon products. The company's principal product includes pneumatic accelerator system. It is involved in the testing of commercial production coke briquettes with a minimum fixed carbon content of 85%. The company was founded in 1996 and is based in Helper, Utah.
AORGF	Argos Resources Ltd	0	2	0	#{}	#{"gas" "oil"}	#{}	Argos Resources Ltd, together with its subsidiary, Argos Exploration Ltd. engages in the exploration of oil and gas properties in the Falkland Islands. The company holds a 100% interest in license PL001, which covers approximately 1,126 square kilometers in the North Falkland Basin. Argos Resources Ltd was founded in 1995 and is based in Stanley, the Falkland Islands.
GYST	The Graystone Company, Inc.	0	2	1	#{}	#{"gold"}	#{"mining"}	The Graystone Company, Inc., through its subsidiaries, engages in acquiring and developing mining properties. The company is involved in acquiring and developing gold, silver, precious metals and gems, and other mineral properties with proven and/or probable reserves in Peru. It owns 1,600 hectares of properties. The company holds interests in the Gorilla project covering an area of 400 hectares; the Graystone II project that covers 800 hectares; and the Graystone IV project, which covers 400 hectares located in Loreto, Peru, as well as holds a 40% interest in the Suriname project. It also sells gold, silver, and other precious metals to retail buyers. The company was formerly known as Argentum Capital, Inc. and changed its name to The Graystone Company, Inc. in January 2011. The Graystone Company, Inc. was incorporated in 2010 and is headquartered in Las Vegas, Nevada.
MCBK	Madison County Financial, Inc.	1	2	3	#{"crop"}	#{"livestock" "trucks"}	#{"United States" "real estate"}	Madison County Financial, Inc. operates as the holding company for Madison County Bank that provides banking and financial services to individual and corporate customers in Nebraska, the United States. It offers deposits, such as checking, savings, and individual retirement accounts, as well as certificates of deposit; credit and debit cards; home loans; and consumer loans, including home equity lines of credit, second mortgage, home improvement, recreational vehicle, personal, and overdraft protection loans, as well as loans for automobiles, trucks, and vans. The company also provides agricultural real estate, machinery and equipment, livestock and crop, and operating loans; and commercial real estate, construction, investment property, and working capital loans, as well as equipment financing services. In addition, it offers online and mobile banking, as well as merchant services. The company was formerly known as Madison County Holding Company and changed its name to Madison County Financial, Inc. in October 2012. Madison County Financial, Inc. was founded in 1888 and is headquartered in Madison, Nebraska.
ARMC	Asiarim Corporation	1	2	0	#{"systems"}	#{"China" "TV"}	#{}	Asiarim Corporation designs, markets, and distributes multimedia and computer products primarily in Hong Kong and the People's Republic of China. Its product portfolio includes ultra mobile portable computers, netbooks, notebooks, computer accessories, pen touch computers and monitors, LED TV monitors, and media center systems. The company markets and distributes its products under the Commodore brand name through mass merchandisers, discount retailers, electronics retailers, distributors, and specialty catalogers. Asiarim Corporation was founded in 2007 and is based in Wanchai, Hong Kong.
SRGE	Southridge Enterprises, Inc.	0	2	0	#{}	#{"gold" "Texas"}	#{}	Southridge Enterprises, Inc., through its subsidiary, Southridge Minerals, Inc., focuses on the acquisition, exploration, and development of gold and silver mines in Mexico. The company holds an agreement to acquire a 100% interest in the Cinco Minas property covering approximately 10,750 hectares located northwest of the city of Guadalajara; and the Gran Cabrera property covering approximately 4,300 hectares located northwest of Cinco Minas. It also has an option to acquire a 40% interest in the Esperanza property covering approximately 106,333 hectares located north of La Estancia, Jalisco. The company was founded in 2004 and is based in Dallas, Texas. Southridge Enterprises Inc. operates as a subsidiary of Novamex Mineral SA.
CDIX	Cardiff Lexington Corporation	0	2	2	#{}	#{"Restaurant"}	#{"United States" "real estate"}	Cardiff Lexington Corporation, together with its subsidiaries, primarily owns and operates Romeo's NY Pizza restaurants in the United States. It operates through four segments: Affordable Housing, Pizza Restaurant, Italian Ice Franchised Stores and Franchisor, and Tax Resolution Services. The Affordable Housing segment leases and sells mobile homes and mobile home parks. The Pizza Restaurant segment owns and operates restaurants. The Italian Ice Franchised Stores and Franchisor segment offers Italian Ice franchises under the Repicci's Italian Ice brand name that distributes nonfat frozen confections. The Tax Resolution Services segment provides tax resolution, bookkeeping, and tax preparation services to individuals and companies that have federal and state tax liabilities. It also invests in commercial real estate properties. The company was formerly known as Cardiff International, Inc. and changed its name to Cardiff Lexington Corporation in January 2018. Cardiff Lexington Corporation was founded in 2001 and is based in Fort Lauderdale, Florida.
DSRLF	DiaSorin S.p.A.	0	2	0	#{}	#{"testing" "Gold"}	#{}	DiaSorin S.p.A. develops, manufactures, and distributes immunodiagnostics and molecular diagnostics tests for private and hospital microbiology laboratories worldwide. The company offers testing kits for infectious diseases, such as gastrointestinal infections, bone and mineral metabolism, endocrinology, hypertension, oncology, onco-hematology, and autoimmunity. It also provides various immunodiagnostic platforms, including LIAISON XL, LIAISON XS, LIAISON QuantiFERON TB Gold PLUS, LIAISON Elastase-1, and LIAISON MDX. The company sells its products directly, as well as through an international network of independent distributors. DiaSorin S.p.A. has collaboration with QIAGEN to develop an ultra-sensitive diagnostic test for Lyme disease. The company was founded in 1968 and is headquartered in Saluggia, Italy.
KIRY	Kiewit Royalty Trust	0	2	0	#{}	#{"coal"}	#{}	Kiewit Royalty Trust, a royalty trust, holds royalty and overriding royalty interests in the leases of four coal mines located in the states of Montana and Wyoming. It has coal royalties in Decker Mine and Spring Creek Mine located in Big Horn County, Montana. The company was founded in 1982 and is based in Omaha, Nebraska.
TGDLF	Tongdao Liepin Group	0	2	1	#{}	#{"China"}	#{"Technology"}	Tongdao Liepin Group, an investment holding company, operates an online talent services platform in the People's Republic of China. The company offers various talent services, including professional profile, job and headhunter recommendations, professional social network and career-related content, premium membership, career coaching, and CV advisory services to individual users through its liepin.com Website, mobile app Liepin Tongdao, and WeChat official accounts. It also provides subscription-based and headhunter-assisted closed loop talent acquisition services for business customers to accurately identify and acquire active job seekers and suitable passive candidates for an opportunity primarily through Liepintong, a one-stop online software-as-a-solution (SaaS) interface. In addition, it offers Chenglietong, a SaaS solution that enables professional recruiting firms and individual headhunters to source candidates and manage their headhunting process; and offline talent services. The company was formerly known as Wise Talent Information Technology Co., Ltd and changed its name to Tongdao Liepin Group in July 2020. Tongdao Liepin Group was incorporated in 2018 and is headquartered in Beijing, the People's Republic of China.
POPM	PopMail.com, Inc.	1	2	0	#{"vertical"}	#{"Texas"}	#{}	PopMail.com, Inc. operates as an Internet marketing company, connecting people with their passions. Its subsidiary, PopMail Network, Inc. based in Irving, Texas, offers two proprietary email services: ENewsNotifier (ENN) and PopMail. ENN is a permission marketing email service, which allows clients to collect preference and demographic information from their members and create a member database. PopMail is an affinity email service that allows clients to offer free Web based email boxes on their home pages. PopMail Network targets four vertical markets for its email services consisting of sports, broadcast, media, and entertainment. The company's competitors are e.piphany, Vignette, Lyris, SparkNet, YesMail, Critical Path, Digital Impact, Mail.com, Message Media, Lifeminders, Kana Communications, and E2 Communications. PopMail.com, Inc. was formerly known as Cafe Odyssey, Inc. and changed its name to PopMail.com, Inc. in September 1999. The company is based in Irving, Texas.
FDLPF	Fondul Proprietatea SA	0	2	0	#{}	#{"Oil" "Gas"}	#{}	Fondul Proprietatea SA is a publicly owned investment manager. The firm invests in the public equity markets of Romania. The firm primarily invests in Power, Oil and Gas sectors. Fondul Proprietatea SA was founded in 2005 and is based in Bucharest, Romania.
LEPX	Lepota Inc.	0	2	1	#{}	#{"China"}	#{"technology"}	Lepota Inc., a technology company, provides products and services for the offline marketing and advertising industry in the People's Republic of China. It develops and sells Huobaobao, a mobile advertising backpack with programmable screen. The company sells its products through resellers. The company is based in Shenzhen, the People's Republic of China.
PETVD	PetVivo Holdings, Inc.	0	2	1	#{}	#{"pipeline" "dogs"}	#{"lead"}	PetVivo Holdings, Inc., a biomedical device company, engages in the licensing and commercializing medical devices and biomaterials for the treatment of afflictions and diseases in animals. Its lead product is Kush, a veterinarian-administered joint injection for the treatment of osteoarthritis and lameness in dogs and horses. The company's pipeline products includes 17 therapeutic devices for veterinary and human clinical applications. PetVivo Holdings, Inc. is headquartered in Minneapolis, Minnesota.
SMPR	Standard Metals Processing, Inc.	0	2	0	#{}	#{"gold" "Gold"}	#{}	Standard Metals Processing, Inc., an exploration stage company, intends to operate as a custom processing and permitted toll milling service provider. It focuses on the extraction of precious and strategic minerals from mined material, such as minerals in the gold, silver, and platinum metal groups. The company was formerly known as Standard Gold Holdings, Inc. and changed its name to Standard Metals Processing, Inc. in December 2013. Standard Metals Processing, Inc. was incorporated in 1985 and is based in Gadsden, Alabama. Standard Metals Processing, Inc. is a subsidiary of Granite Peak Resources, LLC.
EMNC	E-Monee.com, Inc	1	2	0	#{"systems"}	#{"travel" "grocery"}	#{}	E-Monee.com, Inc develops and operates secure payment solutions that collect, manage, and disburse funds to corporate, financial, and consumer markets worldwide. It offers e-payroll program, an end-to-end electronic payroll solution that provides various financial solutions for the employer and employee; commission and vendor e-payments program, which enables companies to centralize the development of financial transactions into one mechanism; and gift/prepaid card programs. The company also provides banking financial solutions using its pre-paid processing platform that offers sales, marketing, and customer support, as well as accounts management. In addition, it offers electronic payment solutions, card issuing and processing systems, payroll solutions, virtual banking solutions, ATM solutions, point of service solutions, customer service support and solutions, fraud management and filtering solutions, and platform customization solutions. E-Monee serves maritime industry, retailers, restaurants, government agencies, convenience stores, grocery stores, pharmacies, travel, entertainment, and healthcare industries. E-Monee.com, Inc was founded in 2000 and is based in Fort Lauderdale, Florida.
STAL	Star Alliance International Corp.	0	2	2	#{}	#{"gold"}	#{"mining"}	Star Alliance International Corp. acquires, develops, and mines gold and other mineral properties worldwide. It holds interest in the Troy mining property, including 78 gold mining claims covering an area of approximately 4800 acres located in Mariposa County, California. The company was formerly known as Asteriko Corp. and changed its name to Star Alliance International Corp. in March 2017. Star Alliance International Corp. was incorporated in 2014 and is based in Westlake Village, California.
MOMT	MoneyOnMobile, Inc.	0	2	0	#{}	#{"travel" "Texas"}	#{}	MoneyOnMobile, Inc. offers MoneyOnMobile, a mobile SMS and smart phone application. Its application offers m-Wallet that connects with money to recharge mobile; pay utility bills; top-up DTH account; shop for any goods or services; buy travel related services; and handle banking transactions. The company was formerly known as Calpian, Inc. and changed its name to MoneyOnMobile, Inc. in August 2016. MoneyOnMobile, Inc. was incorporated in 2006 and is based in Dallas, Texas.
CFTN	Clifton Mining Company	1	2	4	#{"natural"}	#{"gold" "Gold"}	#{"mining" "Mining" "lead"}	Clifton Mining Compan, a natural resource company, acquires, explores for, and develops mineral properties. The company focuses on silver, gold, and lead production on its joint venture property located on the Utah-Nevada border. As of December 31, 2019, its mining claims included 82 patented claims; 402 unpatented lode claims comprising 32 placer claims; and 6 state mineral leases covering approximately 14,027 acres located in the Gold Hill/Clifton mining district, Tooele County, Northwest Utah area. The company was founded in 1993 and is based in American Fork, Utah.
VRUSD	Verus International, Inc.	0	2	2	#{}	#{"meat" "poultry"}	#{"food" "United States"}	Verus International, Inc. engages in the supply of consumer food products in the Middle East, North Africa, sub-Saharan Africa, the United Arab Emirates, Oman, Bahrain, Qatar, the Kingdom of Saudi Arabia, Kuwait, and the United States. The company provides frozen foods, primarily meat, poultry, seafood, vegetables, and French fries, as well as beverage products under its own brand primarily to supermarkets, hotels, and other members of the wholesale trade; and other consumer packaged foodstuff. It also offers consumer packaged goods, such as cosmetic and fragrances; and cold-storage facilities. The company was formerly known as RealBiz Media Group, Inc. and changed its name to Verus International, Inc. in October 2018. Verus International, Inc. was founded in 2007 and is based in Gaithersburg, Maryland.
IMMVF	Immunovia AB (publ)	0	2	0	#{}	#{"cancer"}	#{}	Immunovia AB (publ), a molecular diagnostics company, develops and commercializes diagnostic tools for cancer and autoimmune diseases in Sweden and internationally. The company offers IMMray PanCan-d, a blood-based test for the detection of pancreatic cancer. Immunovia AB (publ) was founded in 2007 and is headquartered in Lund, Sweden.
LVWD	LiveWorld, Inc.	0	2	0	#{}	#{"pharmaceuticals" "travel"}	#{}	LiveWorld, Inc., a digital agency and software company, provides social media solutions for pharmaceuticals and healthcare, financial services, travel and hospitality, retail, and consumer packaged goods industries. It offers consulting, strategy, and creative solutions with human agents for moderation, engagement, customer care, and adverse events management, as well as conversation management software, and chatbots for digital campaigns and social media programs. The company was formerly known as Talk City, Inc. and changed its name to Liveworld, Inc. in May 2001. Liveworld, Inc. was founded in 1996 and is headquartered in Campbell, California.
GMNI	Gemini Group Global Corp.	0	2	2	#{}	#{"cigarettes" "Texas"}	#{"United States" "Energy"}	Gemini Group Global Corp. manufactures and distributes electronic cigarettes, e-liquid, and mods. Its products include prohibition juice, wildcat juice, moonshine juice, city gin, cat daddy, and white lightning juice. The company has the strategic alliance with Royal Vapour. The company was formerly known as Hull Energy, Inc. and changed its name to Gemini Group Global Corporation in September 2013. Gemini Group Global Corp. was founded in 1989 and is based in Fort Worth, Texas with manufacturing facility in California, United States and vapor shop in Las Vegas, Nevada.
ALABF	Aurora Labs Limited	1	2	3	#{"Canada"}	#{"gas" "oil"}	#{"Australia" "United States"}	Aurora Labs Limited engages in the design, development, and commercialization of 3D metal printers, powders, and digital parts and its related intellectual property. The company produces the S-Titanium Pro; and develops industrial grade, high speed, and large format 3D metal printers, as well as powder manufacturing and control software used for industrial manufacturing. It also develops certification processes for parts to be used in marine, oil and gas and renewables applications, and others. The company operates in Australia, Europe, Canada, South America, the United States, and East Asia. Aurora Labs Limited was incorporated in 2014 and is based in Bibra Lake, Australia.
KWLGF	KWG Living Group Holdings Limited	0	2	0	#{}	#{"China"}	#{}	KWG Living Group Holdings Limited, an investment holding company, provides various residential property management, and commercial property management and operational services in the People's Republic of China. As of April 30, 2020, it managed 109 residential properties with an aggregate gross floor area (GFA) under management of 18.9 million square meters; and 30 commercial properties with an aggregate GFA under management of 3.3 million square meters. The company was founded in 2004 and is headquartered in Guangzhou, the People's Republic of China. KWG Living Group Holdings Limited(SEHK:3913) operates independently of KWG Group Holdings Limited as of October 30, 2020.
AKOM	Aerkomm Inc.	1	2	0	#{"systems"}	#{"TV" "movies"}	#{}	Aerkomm Inc., together with its subsidiaries, focuses on providing in-flight entertainment and connectivity solutions in the Asian Pacific region. It intends to provide airline passengers with broadband in-flight service options, such as Wi-Fi, cellular, movies, gaming, live TV, and music. The company intends to offer its services through built-in in-flight entertainment systems, such as seat-back displays, as well as on passengers' personal devices. Aerkomm Inc. is based in Incline Village, Nevada.
ROWC	The Rowe Companies, Inc.	0	2	2	#{}	#{"leather"}	#{"United States" "US"}	The Rowe Companies, Inc. is a holding company, which through its subsidiaries manufactures and markets home furnishings in the United States. The company operates in two segments, Wholesale Home Furnishings and Retail Home Furnishings. The Wholesale Home Furnishings segment designs and manufactures upholstered furniture, including sofas, loveseats, benches, ottomans and chairs, occasional chairs, and sleep sofas covered with fabric, as well as finished leather accent pieces, such as chairs, benches, and ottomans. The Retail Home Furnishings segment offers upholstered furniture, leather furniture, case goods, dining sets, rugs, and home accessories through company-owned stores, catalog, and Internet. The Rowe Companies, Inc. was formerly known as Rowe Furniture Corporation and changed its name to The Rowe Companies, Inc. in March 1999. The Rowe Companies, Inc. was founded in 1946 and is based in McLean, Virginia. On September 18, 2006, The Rowe Companies, Inc. filed a voluntary petition for reorganization under Chapter 11 in the US Bankruptcy Court for the Eastern District of Virginia, Alexandria. The plan was later approved as Chapter 11 liquidation October 25, 2007.
