symbol	company	yayk	nayk	mayk	yay	nay	may	desc
BNL.AX	Balkans Gold Ltd	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1adf1	clojure.lang.LazySeq@b074a509	Blue Star Helium Limited operates as an independent oil and gas exploration and production company in North America. It focuses on exploring helium projects. The company was formerly known as Big Star Energy Limited and changed its name to Blue Star Helium Limited in April 2020. Blue Star Helium Limited was incorporated in 1987 and is headquartered in Subiaco, Australia.
BNO.AX	Bionomics Ltd	0	2	5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@cf45d3c1	clojure.lang.LazySeq@bfc453ed	Bionomics Limited, a clinical-stage biopharmaceutical company, discovers and develops novel drug candidates for the treatment of central nervous system disorders and cancers in Australia and the United States. The company's lead drug candidate includes BNC210, a negative allosteric modulator of the a7 nicotinic acetylcholine receptor, which has completed phase 2 clinical trial for the treatment of anxiety, panic, agitation, and post-traumatic stress disorder. It also develops BNC375, a small molecule therapeutics for the treatment of cognitive impairment in Alzheimer's disease; BNC101, a monoclonal antibody that has completed phase 1 clinical trial targets cancer stem cells; and BNC105, a vascular disrupting agent, which is in phase 2 clinical trial for the treatment of refractory colorectal cancer, and phase 1 clinical trial for the treatment of patients with relapsed/refractory chronic lymphocytic leukemia. In addition, the company offers ionX, an integrated platform of genomics discoveries and technologies. Bionomics Limited has a strategic partnership with Merck & Co., Inc. The company was incorporated in 1996 and is based in Thebarton, Australia.
BNR.AX	Bulletin Resources Limited	0	1	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@3e2d71bf	Bulletin Resources Limited operates as a minerals exploration company in Australia. It holds an option to acquire an 80% interest in the Lake Rebecca gold project comprising four granted and one pending exploration license covering an area of 576 square kilometers located to the north-east of Kalgoorlie, Western Australia. The company was incorporated in 2010 and is based in Perth, Australia.
BOA.AX	Boadicea Resources Limited	0	1	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@3e2d71bf	Boadicea Resources Ltd primarily explores for mineral properties in Western Australia. It explores for nickel, copper, gold, and lithium. The company's flagship property is the Symons Hill project covering an area of 75 square kilometers located within the Fraser Range Province of Western Australia. Boadicea Resources Ltd was incorporated in 2011 and is based in Malvern, Australia.
BOC.AX	Bougainville Copper Ltd (PNG)	0	0	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@8960648f	Bougainville Copper Limited focuses on exploration operations in Bougainville Province in Papua New Guinea. It holds an exploration license over the Panguna Special Mining Licence area. The company is based in Port Moresby, Papua New Guinea.
BOE.AX	Boss Energy Ltd	0	0	6	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@975aab89	Boss Energy Limited explores for, develops, and produces uranium deposits in Australia. It holds a 100% interest in the Honeymoon uranium project covering an area of approximately 2,600 square kilometers located in South Australia. The company was formerly known as Boss Resources Limited and changed its name to Boss Energy Limited in November 2020. Boss Energy Limited was incorporated in 2005 and is based in Subiaco, Australia.
BOQ.AX	Bank of Queensland Ltd	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	Bank of Queensland Limited, together with its subsidiaries, provides various financial products and services in Australia. The company operates in Retail Banking, BOQ Business, and Other segments. It offers personal banking services comprises savings and term deposits, and transactional accounts; debit and credit cards; home, personal, and car loans; and travel, home and content, landlord, and car insurance, as well as investment services comprising online share trading services, and self-managed superannuation funds. The company's business banking services include transaction accounts, and savings and investment accounts; loans and finance products, such as business loans, equipment and vehicle finance, and dealer finance; merchant and payment products; and financial market and international services. It also offers Internet and mobile banking services. It operates 63 corporate branches and 93 owner managed branches; and 566 BOQ branded ATMs and 1,009 other ATMs, as well as 2 service and 7 transaction centers. Bank of Queensland Limited was founded in 1874 and is based in Newstead, Australia.
BOT.AX	Botanix Pharmaceuticals Ltd	0	2	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@38ba64e	clojure.lang.LazySeq@e3952fc1	Botanix Pharmaceuticals Limited, a clinical stage synthetic cannabinoid pharmaceutical company, engages in the research and development of dermatology and antimicrobial products in Australia. It offers BTX 1503, a transdermal gel formulation for the treatment of serious acne in adults and teenagers that has completed Phase II clinical trials; BTX 1801, which is in Phase IIa clinical trials for the treatment of staphylococcus aureus and methicillin resistant staphylococcus aureus; and BTX 1702 that is in Phase II clinical trials for the treatment of papulopustular rosacea. The company was incorporated in 1984 and is based in North Perth, Australia.
BPH.AX	BioPharmica Ltd	0	6	5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@71088c23	clojure.lang.LazySeq@e81bd2ff	BPH Energy Limited, together with its subsidiaries, engages in the biomedical research, and oil and gas exploration activities in Australia. It is developing Brain Anaesthesia Response (BAR) Monitor, a device that measures a patient's brain electrical activity to indicate the response to drugs administered during surgery; and HLS5 Tumour Suppress Gene, a genetic marker for early and accurate cancer detection. The company also holds 100% interest in RL1 oil and gas assets located in the onshore Bonaparte basin in northern Australia; and 85% interest in the petroleum exploration permit 11 asset located in the offshore Sydney basin. In addition, it is involved in the medicinal cannabis business. The company was formerly known as BioPharmica Limited. BPH Energy Limited was incorporated in 2001 and is based in North Perth, Australia.
BPP.AX	Babylon Pump & Power Limited	0	2	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@137cff01	clojure.lang.LazySeq@e3952fc1	Babylon Pump & Power Limited focuses on rental of specialty diesel driven pumping and power generation equipment in Australia. The company offers positive displacement pumps, multistage pumps, dewatering and fluid management, liquid and air filtrations, and compressed air dryers. It also offers rebuild and maintenance services for diesel engines and components. The company was formerly known as IM Medical Limited and changed its name to Babylon Pump & Power Limited in December 2017. Babylon Pump & Power Limited was incorporated in 1990 and is headquartered in Forrestfield, Australia.
BPT.AX	Beach Petroleum Ltd	0	6	5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@c7249470	clojure.lang.LazySeq@faf31647	Beach Energy Limited operates as an oil and gas exploration and production company. The company engages in the operated and non-operated, onshore and offshore, and oil and gas production in five producing basins across Australia and New Zealand. It also explores, develops, and produces hydrocarbons; and sells gas and liquid hydrocarbons. As of June 30, 2020, it had a production capacity of 26.7 million barrels of oil equivalent; and 352 million barrels of oil equivalent of proved plus probable reserves. The company was formerly known as Beach Petroleum Limited and changed its name to Beach Energy Limited in December 2009. Beach Energy Limited was founded in 1961 and is headquartered in Adelaide, Australia.
BRB.AX	Breaker Resources Nl	0	1	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@4f0c40af	Breaker Resources NL discovers, develops, and explores for gold and copper deposits in Western Australia. As of June 30, 2020, it held approximately 908 square kilometers of tenements comprising a granted mining lease at Lake Roe, as well as nine granted exploration licenses across the Lake Roe and Ularring Rock Project areas. The company was incorporated in 2010 and is based in West Perth, Australia.
BRG.AX	Breville Group Ltd	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	Breville Group Limited designs, develops, markets, and distributes small electrical kitchen appliances in Australia, New Zealand, North America, Europe, and internationally. The company offers kitchen appliances, including slow cookers, kettles, and fry pans; and living room, laundry, and bedroom products, such as irons, vacuums, heaters, electric blankets, and fans. Breville Group Limited markets and sells its products under the Breville, Kambrook, Ronson, and Sage brands, as well as under third party brands, such as Nespresso, NestlÃ© Dolce Gusto, and Polyscience. The company was formerly known as Housewares International Limited and changed its name to Breville Group Limited in November 2008. Breville Group Limited was founded in 1957 and is headquartered in Alexandria, Australia.
BRI.AX	Breakwater Island Trust	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e2923ebf	clojure.lang.LazySeq@e3952fc1	Big River Industries Limited, together with its subsidiaries, engages in the manufacture, distribution, and retail of timber products and building supplies in Australia and New Zealand. The company offers builders hardware products, including nails, brackets, fixings, builders plastic products and adhesives, saw blades, hardwood pegs, silicone products, and door handles and locks, as well as formwork accessories and reinforcing products; building products, pine framing, fiber cement, hardwood for structural and decorative purposes, plywood, sheet materials, particle board flooring, landscaping and fencing supplies, doors, door furniture, and external timber cladding products; LVL, I-beams, and laminated beams; timber flooring, decking, and molding products; and formwork, insulation, and other products. It also provides formwork products, such as armourform formply, LVL formwork, armourdeck steel decking, steel reinforcing, and PVC wall system, as well as formwork accessories; bridge products, including engineered plywood bridge decking, girder beams, and structural kerbing. In addition, the company offers flooring products comprising prefinished and uncoated engineered timber, and T&G and engineered oak flooring products; engineered wood panels and stair tread coverings; and flooring accessories consisting of trims/beading/scotia, foam and rubber flooring underlays, aluminum trims, floor coatings, adhesives, fixings/nails, and other products. Further, it provides plywood products, such as sound barrier, and T&G ply flooring and roofing products; V-grooved, hardwood, anti-slip, structural, structural appearance grade, and structural bridge decking plywood products; autoclaved aerated concrete flooring products; and walling panels. It serves residential, commercial, civil, and infrastructure construction industries. Big River Industries Limited was incorporated in 2015 and is based in Junction Hill, Australia.
BRK.AX	BreakFree Ltd	0	1	6	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1adf1	clojure.lang.LazySeq@a45d8380	Brookside Energy Limited engages in developing oil and gas assets in the Anadarko Basin in Oklahoma, the United States. The company acquires approximately 3,000 net working interest acres across four counties in south western Oklahoma, such as Blaine, Garvin, Stephens, and Carter. It is also involved in the leasing and development of acreage opportunities. The company was formerly known as Red Fork Energy Limited and changed its name to Brookside Energy Limited in June 2015. Brookside Energy Limited was founded in 2004 and is headquartered in Subiaco, Australia.
BRL.AX	Brl Hardy	0	3	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@b34cdaf6	clojure.lang.LazySeq@1	Bathurst Resources Limited, together with its subsidiaries, engages in the exploration, development, and production of coal in New Zealand. The company holds interests in the Canterbury Coal mine located in the west of Christchurch; the Stockton mine located in the north of Westport; and the Takitimu mine located in the Northwest of Invercargill. It also has interests in the Maramarua and Rotowaro mines in the Waikato region; and the Cascade and Escarpment mines near Westport. The company also exports coal. The company was formerly known as Bathurst Resources (New Zealand) Limited and changed its name to Bathurst Resources Limited in December 2013. The company was incorporated in 2013 and is based in Wellington, New Zealand.
BRN.AX	Brainchip Holdings Ltd	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@ab37322f	clojure.lang.LazySeq@d0600b6d	BrainChip Holdings Ltd develops software and hardware accelerated solutions for artificial intelligence and machine learning applications in North America, Europe, the Middle East, and Asia. It offers Akida Development Environment, a machine learning framework for creating, training, and testing spiking neural networks, as well as supporting the development of systems for edge and enterprise products; and Akida Neuromorphic System-on-Chip, a neuromorphic computing device. The company also provides BrainChip Studio that aids law enforcement and intelligence organizations to search video footage and identify patterns or faces; BrainChip Accelerator, a PCI-express add-in card that enhances the speed and accuracy of the object recognition function of BrainChip Studio software; and Akida Neuromorphic IP, for neural network processing Its products are used in various applications, such as vision systems, financial technology, cybersecurity, civil surveillance, and casino solutions. BrainChip Holdings Ltd was incorporated in 2011 and is based in Sydney, Australia.
BRU.AX	Buru Energy Ltd	0	4	5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@6320c57c	clojure.lang.LazySeq@e81bd2ff	Buru Energy Limited engages in the exploration, development, and production of oil and gas resources in Western Australia. The company operates through Oil, Gas, and Exploration segments. It holds interests in a portfolio of petroleum exploration permits covering an area of approximately 5.5 million gross acres located in Canning basin in the southwest Kimberley region of Western Australia. The company's principal property is the Ungani oil field project located onshore in the Canning Basin. Buru Energy Limited was founded in 2008 and is headquartered in Perth, Australia.
BRV.AX	Big River Gold Ltd	0	4	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@29c24b61	clojure.lang.LazySeq@26e228f1	Big River Gold Limited engages in the discovery, acquisition, exploration, evaluation, and development of mineral projects in Brazil. Its principal property is the Borborema gold project that comprises three mining leases covering a total area of 29 square kilometers located in the SeridÃ³ area of Borborema Province in north-eastern Brazil. The company was formerly known as Crusader Resources Limited and changed its name to Big River Gold Limited in June 2019. Big River Gold Limited is based in West Perth, Australia.
BSA.AX	Broadcast Services Australia Ltd	0	0	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@2af84d6b	BSA Limited, together with its subsidiaries, operates as a technical services contracting company in Australia. It operates through BSA Communications & Utility Infrastructure, and BSA Advanced Property Solutions segments. The BSA Communications & Utility Infrastructure segment engages in the delivery of bundled services over fixed line multi-technology networks; and installation of subscription television and smart meters to the telecommunications, subscription television and utility industries. The BSA Advanced Property Solutions segment designs, installs, maintains, and optimizes building services for all hard assets in commercial and industrial buildings and properties, including fire detection and suppression, mechanical services, heating, ventilation, air conditioning, refrigeration, electrical, and building management systems. BSA Limited was incorporated in 1999 and is based in Macquarie Park, Australia.
BSE.AX	BSE	0	0	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@af1ca97f	Base Resources Limited produces and sells mineral sands in Africa. It produces mineral sands, such as rutile, ilmenite, and zircon. The company primarily owns 100% interests in the Kwale Mineral Sands project located in Kenya; and develops the Toliara project located in Madagascar. The company was formerly known as Base Iron Limited and changed its name to Base Resources Limited in 2010. Base Resources Limited was incorporated in 2007 and is based in West Perth, Australia.
BSL.AX	BlueScope Steel Ltd	0	1	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@4f0c40af	BlueScope Steel Limited produces and sells metal coated and painted steel building products in Australia, Thailand, Indonesia, Malaysia, Vietnam, North America, and China. The company operates through five segments: Australian Steel Products, North Star BlueScope Steel, Building Products Asia & North America, Buildings North America, and New Zealand & Pacific Islands. It offers steel slabs, plates, hot and cold rolled coils, coated and painted strip products, roof and wall claddings, and purlins and house framings under the LYSAGHT steel building products, COLORBOND steel, COLORSTEEL, ZINCALUME steel, GALVABOND steel, GALVASPAN steel, BlueScope Zacs, and SuperDyma brands. The company also provides engineered building solutions under the Butler, Varco Pruden, EcoBuild, and PROBUILD brands. It serves customers in the building and construction, manufacturing, automotive and transport, agricultural, and mining industries directly, as well as through a network of service centers and steel distribution businesses. The company was formerly known as BHP Steel Limited and changed its name to BlueScope Steel Limited in November 2003. BlueScope Steel Limited was founded in 1885 and is headquartered in Melbourne, Australia.
BSM.AX	Bass Metals Ltd	0	0	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@af1ca97f	Bass Metals Limited engages in the production and sale of industrial mineral concentrates. It holds 100% interest in the Graphmada Large Flake Graphite mine located in eastern Madagascar. It also owns the Mangabe large flake graphite deposit. The company was incorporated in 2004 and is based in Brisbane, Australia.
BSP.AX	Black Star Petroleum Limited	0	2	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1297977c	clojure.lang.LazySeq@af1ca97f	Black Star Petroleum Limited does not have significant operations. Previously, it was engaged in the exploration of oil permits. The company is based in Subiaco, Australia.
BSR.AX	Bassari Resources Ltd	0	3	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@bc13dcdf	clojure.lang.LazySeq@af1ca97f	Bassari Resources Limited discovers, explores for, develops, and produces gold resources. It principally holds 63% interests in the Makabingui gold project, which covers an area of 128 square kilometers located in Senegal; and 70% interests in the Moura exploration permit totaling an area of approximately 184 square kilometers of the Birimian Gold Belt. Bassari Resources Limited is headquartered in Melbourne, Australia.
BTH.AX	Bigtincan Holdings Limited	0	0	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@96cee943	Bigtincan Holdings Limited, a software development company, provides software as a services application platform. It offers Bigtincan hub, an artificial intelligence powered solution for mobile workforces to enable sales and service organizations, and their employees to engage with customers. The company's platforms also include Bigtincan learning, a modern sales learning platform that that combines tools to create and manage sales training courses; and Bigtincan life sciences platform solutions that optimizes time with clients and prospects. In addition, it offers intelligent automation solutions to automate sales, marketing, and service tasks; sales enablement integration solutions; security solutions for the secure distribution and management of documents and other media content; and Bigtincan document automation software that delivers personalize and real-time data. The company's solutions are used for sales, marketing, learning, mobile sales enablement, filed service, managed, and channel sales. It serves life sciences, financial, retail, technology, manufacturing, telecommunication, and energy industries, as well as governments. The company was founded in 2010 and is headquartered in Sydney, Australia.
BTI.AX	Bailador Technology Investments Limited	0	0	6	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@d6e16a79	Bailador Technology Investments Limited is a private equity firm specializing in investments in expansion capital in companies which have advanced through the start-up phase. The firm prefers to invest in the Internet and the Information technology sector with a focus on e-commerce and subscription-based internet businesses, software, high value data, online education, telecommunications applications and services, and new media and marketing. It does not invest in start-ups or biotechnology sector. The firm prefers to invest in Australia and New Zealand. The firm typically invests between $2 million and $10 million in companies with revenues between $5 million and $20 million. It prefers to take minority stake and board seats in portfolio companies. Bailador Technology Investments Limited was founded in 2010 and is based in Sydney, Australia.
BTR.AX	Blackthorn Resources Ltd	0	1	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@369d6f81	Brightstar Resources Limited, together with its subsidiaries, explores for and develops mineral properties in Australia. The company primarily explores for gold deposits. It holds interests in the Alpha Deposit, Beta, and Cork Tree Well (Delta) Deposit located in Western Australia. The company was formerly known as Stone Resources Australia Limited and changed its name to Brightstar Resources Limited in December 2020. The company was incorporated in 2002 and is headquartered in Belmont, Australia. Brightstar Resources Limited is a subsidiary of Stone Resources Limited.
BUD.AX	Buddy Platform Ltd	0	0	6	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3811db45	Buddy Technologies Limited operates as an IoT and cloud-based technology company in Australia. It operates through Commercial Business and Consumer Business segments. The company offers Buddy Ohm, a resource monitoring and analytics solution that provides energy monitoring, reporting, and auditing services for commercial and industrial customers; and Buddy Managed Services that license Buddy's technology platforms to customers for integration into their own products. It also provides Buddy Cloud that enables access to and storage of data from recreational vehicles, schools, commercial buildings, or cities; and Parse on Buddy, a mobile backend as a service built on the BaaS technology. In addition, the company offers Wi-Fi enabled lights for homes through distributors, retailers, and e-commerce platforms under LIFX brand. The company was formerly known as Buddy Platform Limited and changed its name to Buddy Technologies Limited in April 2019. Buddy Technologies Limited was incorporated in 2006 and is headquartered in Adelaide, Australia.
BUX.AX	Buxton Resources Ltd	0	1	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@477c3e71	Buxton Resources Limited engages in the acquisition, exploration, and evaluation of mining tenements in Australia. It holds interests in the Merlin, Fraser, and West Kimberley nickel-copper projects; Yalbra graphite project; Goldmember gold project; and Zanthus iron project located in Western Australia. The company was incorporated in 2007 and is based in Subiaco, Australia.
BUY.AX	Bounty Oil & Gas NL	0	2	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@273221	clojure.lang.LazySeq@e3952fc1	Bounty Oil & Gas NL engages in the exploration, production, and marketing of oil and gas in Australia and Tanzania. It also invests in listed shares and securities. The company was founded in 1999 and is based in North Sydney, Australia.
BWF.AX	Blackwall Property Funds Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@33e2626f	BlackWall Limited (ASX:BWF), formerly BlackWall Property Funds Limited, conducts vertically integrated property funds management business. The firm manages, develops and finance income-producing real estate on behalf of retail, high net worth and institutional property investors. It operates two wholly-owned subsidiaries, Blackwall Property Funds and WOTSO. Blackwall Property Funds is a property development and funds management business that acquires income-producing property increase rental returns. WOTSO secures conventional office space while adding value through contemporary fit out, high-speed connections, concierge and secretarial services and community engagement. It also offers project space, function areas and meeting rooms available for hire. BlackWall Limited is based in Australia.
BWP.AX	Bunnings Warehouse Property Trust	0	0	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86eaa22f	Established and listed on the Australian Securities Exchange (Â“ASXÂ”) in 1998 (see prospectus), BWP Trust (Â“BWPÂ” or Â“the TrustÂ”) is a real estate investment trust investing in and managing commercial properties throughout Australia. The majority of the Trust's properties are large format retailing properties, in particular, Bunnings Warehouses, leased to Bunnings Group Limited (Â“BunningsÂ”). Bunnings is the leading retailer of home improvement and outdoor living products in Australia and New Zealand, and a major supplier to project builders, commercial trades people, and the housing industry. Full details on the Trust's property portfolio can be found in the Our Properties section of this website. The Trust is managed by an external responsible entity, BWP Management Limited (Â“the responsible entityÂ”) which is appointed under the Trust's constitution and operates under an Australian Financial Services Licence. The responsible entity is committed to managing the Trust solely and is paid an annual fee based on the gross assets of the Trust. Both Bunnings and the responsible entity are wholly-owned subsidiaries of Wesfarmers Limited (Â“WesfarmersÂ”), one of Australia's largest listed companies. Wesfarmers also owns approximately 24.75 per cent of the issued units in the Trust.
BWR.AX	Blackwall Property Trust	0	0	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@4043c541	Blackwall Property Trust is a real estate investment trust externally managed by BlackWall Fund Services Limited. It invests in the real estate markets across Australia. It primarily invests in the industrial, retail and commercial Australian properties, and unlisted property securities. Blackwall Property Trust is based in Australia.
BYE.AX	Byron Energy Limited	0	1	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1adf1	clojure.lang.LazySeq@e4fa3bb6	Byron Energy Limited engages in the development, exploration, and production of oil and gas properties. It holds working interests in various blocks located in the shallow waters of the Gulf of Mexico, the United States. The company was founded in 2005 and is based in Melbourne, Australia.
BYH.AX	Bryah Resources Limited	0	1	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@3e2d71bf	Bryah Resources Limited operates as a mineral exploration company in Australia. It explores for gold, copper, nickel, manganese, and base metal deposits. The company primarily holds interests in the Bryah Basin project covering an area of 1,135 square kilometers located to the north of the town of Meekatharra; and the Gabanintha project covering an area of 170 square kilometers situated to the south of the town of Meekatharra, Western Australia. Bryah Resources Limited was incorporated in 2017 and is based in West Perth, Australia.
BYI.AX	Beyond International Ltd	0	2	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@15401	clojure.lang.LazySeq@af1ca97f	Beyond International Limited, together with its subsidiaries, engages in the media and content businesses in Australia, North America, Europe, and internationally. The company operates through four divisions: TV Production and Copyright, Film and Television Distribution, Home Entertainment, and Digital Marketing. The TV Production and Copyright division is involved in the production of television programs and ownership of television product copyrights. The Film and Television Distribution division distributes television programs and feature films. The Home Entertainment division distributes DVDs. The Digital Marketing segment provides online search optimization, website creation, development and performance, and online media sales services. The company was founded in 1984 and is headquartered in Dublin, Ireland.
CAA.AX	Capral Aluminium Ltd	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@556423ef	clojure.lang.LazySeq@e3952fc1	Capral Limited manufactures, markets, and distributes fabricated and semi-fabricated aluminum related products in Australia. The company offers windows and doors, curtain walls, thermal breaks, and louvre frames; security doors and windows; shower enclosures; wardrobes; and home improvement products. It also supplies aluminum plates, sheets, and treadplates; geometric shapes, including angles, channels, tee sections, flat bars, rectangular hollows, square hollows and solids, tube, round bar, machine rods; extrusions products, such as moulds and trims, signage, and qubelok; and fencing and screening posts, seating and seating accessories, and scaffold planks to the marine, transport, building, resources, and signage industries. The company offers its products under the Futureline, AGS, Artisan, Genesis, Urban Plus, Amplimesh, Juralco, Envy, Urban, and Schuco brands. It supplies its products to fabricators and distributors, focusing on the residential, commercial, and industrial segments. The company was formerly known as Capral Aluminium Limited and changed its name to Capral Limited in April 2008. Capral Limited was founded in 1936 and is based in Bundamba, Australia.
CAD.AX	Caeneus Minerals Ltd	0	1	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@e5b05c0	Caeneus Minerals Ltd operates as a mineral exploration and development company in Australia and the United States. It explores for lithium, gold, and nickel deposits. The company holds interests in the Columbus Marsh project, the New King Lithium Clay project, and the Rhodes Marsh project located in Nevada. It also holds interests in the Pardoo project, the Roberts Hill project, the Mt Berghaus project, and the Yule River project situated in Western Australia. The company was formerly known as Matrix Metals Limited. Caeneus Minerals Ltd was incorporated in 1998 and is based in Nedlands, Australia.
CAE.AX	Cannindah Resources Limited	0	3	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@bc13dcdf	clojure.lang.LazySeq@e3952fc1	Cannindah Resources Limited, together with its subsidiaries, engages in the exploration, evaluation, and development of mineral projects in Australia. The company explores for gold and copper deposits. Its flagship project is the Mount Cannindah copper-gold project, as well as holds 100% interest in the Piccadilly Gold Project located in Queensland. The company was formerly known as Planet Metals Limited and changed its name to Cannindah Resources Limited in December 2014. Cannindah Resources Limited was incorporated in 2004 and is based in Southport, Australia.
CAF.AX	Centrepoint Alliance Ltd	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	Centrepoint Alliance Limited, together with its subsidiaries, engages in the financial services industry in Australia. It operates through Licensee and Advice Services, and Fund Management and Administration segments. The Licensee and Advice Services segment offers license services to financial advisers and their clients, as well as mortgage broking services. The Fund Management and Administration segment provides investor directed portfolio services and investment management services to financial advisers, accountants, and their client. The company also offers financial advisory, support, Australian financial services license, and salaried advisory services, as well as employee share plan; and loans to advisers, as well as packages investment platforms and managed funds. The company was formerly known as Alliance Finance Corporation Limited and changed its name to Centrepoint Alliance Limited in September 2005. Centrepoint Alliance Limited was founded in 1982 and is headquartered in Sydney, Australia.
CAG.AX	Cape Range Wireless Ltd	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	Cape Range Limited, together with its subsidiaries, supplies accounting and business intelligence software in Australia and Malaysia. Its software is used by SME's, such as retail, trading, logistics, healthcare, e-commerce, manufacturing, financial, and higher education sectors. Cape Range Limited was incorporated in 1988 and is based in Lota, Australia.
CAI.AX	Casinos Austria International	0	2	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@60183e1	clojure.lang.LazySeq@3e2d71bf	Calidus Resources Limited engages in the exploration and exploitation of gold minerals in Australia. Its flagship property is the Warrawoona Gold project covering an area of approximately 780 square kilometers located in the East Pilbara district of the Pilbara Goldfield in Western Australia. The company was incorporated in 1986 and is based in West Perth, Australia.
CAM.AX	Clime Capital Ltd	0	0	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@af1ca97f	Clime Capital Limited is a closed-ended equity mutual fund launched and managed by Clime Asset Management Pty Ltd. The fund invests in public equity markets across the globe. It invests in value stocks of companies. The fund employs fundamental and quantitative analysis to make its investments. Clime Capital Limited was formed on November 20, 2003 and is domiciled in Australia.
CAN.AX	Cann Group Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	Cann Group Limited engages in research and development, cultivation and production, manufacturing, clinical evaluation, processing, packaging, and distribution and supply of medicinal cannabis for various diseases and medical conditions in Australia. The company was founded in 2014 and is based in Bundoora, Australia.
CAP.AX	Carpentaria Exploration Ltd	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@e3952fc1	Carpentaria Resources Limited engages in the mineral exploration activities in Australia. The company explores for magnetite iron, tin, antinomy, copper, and gold deposits. Its flagship property is the Hawsons iron project located near Broken Hill, New South Wales. The company was formerly known as Carpentaria Exploration Limited and changed its name to Carpentaria Resources Limited in October 2017. Carpentaria Resources Limited was incorporated in 2000 and is based in Brisbane, Australia.
CAQ.AX	Cell Aquaculture Ltd	0	3	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@827af93	clojure.lang.LazySeq@1	CAQ Holdings Limited, together with its subsidiaries, engages in the property development and jewelry trading activities in Mainland China. The company is involved in the construction and leasing of the Haikou project, a shopping center constructed in a free trade zone consisting of multi-storey buildings, including factories, warehouses, a commercial/administration building, and a retail complex located in Hainan Island, China. It also processes, exhibits, and sells diamonds, jewelry, and other commodities through physical stores under the Zuanxihui brand name in Haikou Meilan duty-free mall and Haikou Mova outlet, as well as through an online e-commerce platform. CAQ Holdings Limited is based in Wan Chai, Hong Kong.
